,probability
GO:0098575,0.0003557452863749555
GO:0016020,0.06972607612949129
GO:0001772,0.000711490572749911
GO:0005930,0.000711490572749911
GO:0071944,0.030594094628246176
GO:0030139,0.000711490572749911
GO:0000228,0.0017787264318747777
GO:0005814,0.0017787264318747777
GO:0070644,0.0011329305135951663
GO:0016328,0.000711490572749911
GO:0003863,0.0018882175226586104
GO:0003691,0.0007552870090634441
GO:0045027,0.0007552870090634441
GO:0051575,0.00037764350453172205
GO:0070888,0.0026435045317220545
GO:0098857,0.003913198150124511
GO:0051380,0.00037764350453172205
GO:0016917,0.004531722054380665
GO:0022851,0.0011329305135951663
GO:0008503,0.0033987915407854984
GO:0004890,0.0037764350453172208
GO:0005741,0.0003557452863749555
GO:0005249,0.012084592145015106
GO:0005251,0.006797583081570997
GO:0086008,0.0026435045317220545
GO:1902282,0.0026435045317220545
GO:0005882,0.0021344717182497333
GO:0004896,0.00906344410876133
GO:0030027,0.000711490572749911
GO:0030054,0.023479188900747065
GO:0036122,0.00037764350453172205
GO:0050431,0.0033987915407854984
GO:0003872,0.00037764350453172205
GO:0042584,0.000711490572749911
GO:0032357,0.0018882175226586104
GO:0030983,0.004154078549848943
GO:0032139,0.0007552870090634441
GO:0032142,0.0011329305135951663
GO:0032181,0.0007552870090634441
GO:0005654,0.006759160441124155
GO:0061628,0.0007552870090634441
GO:0005765,0.0003557452863749555
GO:0010008,0.0003557452863749555
GO:0030057,0.0003557452863749555
GO:0030867,0.0003557452863749555
GO:0044194,0.000711490572749911
GO:0005518,0.0015105740181268882
GO:0000978,0.0037764350453172208
GO:0005783,0.0017787264318747777
GO:0001055,0.004531722054380665
GO:0035173,0.00037764350453172205
GO:0017002,0.0007552870090634441
GO:0048185,0.0007552870090634441
GO:0000981,0.004909365558912387
GO:0004879,0.0007552870090634441
GO:0005790,0.000711490572749911
GO:0008094,0.006042296072507553
GO:0140658,0.00037764350453172205
GO:0008083,0.0011329305135951663
GO:0005143,0.0015105740181268882
GO:0045519,0.0007552870090634441
GO:0005524,0.0018882175226586104
GO:0043531,0.0011329305135951663
GO:0035371,0.0035574528637495554
GO:0044354,0.0003557452863749555
GO:0000104,0.00037764350453172205
GO:0004913,0.00037764350453172205
GO:0004917,0.00037764350453172205
GO:0004912,0.00037764350453172205
GO:0004914,0.00037764350453172205
GO:0003678,0.0007552870090634441
GO:0000146,0.0011329305135951663
GO:0005802,0.0003557452863749555
GO:0016323,0.000711490572749911
GO:0048471,0.002845962290999644
GO:0016887,0.0015105740181268882
GO:0005024,0.00037764350453172205
GO:0015280,0.0011329305135951663
GO:0031092,0.0003557452863749555
GO:0004923,0.0015105740181268882
GO:0004924,0.0018882175226586104
GO:0019981,0.0007552870090634441
GO:0032407,0.0007552870090634441
GO:0005657,0.000711490572749911
GO:0004596,0.00037764350453172205
GO:0016407,0.011706948640483383
GO:0004971,0.00037764350453172205
GO:0016517,0.00037764350453172205
GO:0042019,0.0011329305135951663
GO:0042020,0.0007552870090634441
GO:0031252,0.009249377445748844
GO:0000287,0.0007552870090634441
GO:0032137,0.0015105740181268882
GO:0032143,0.0007552870090634441
GO:0032405,0.0007552870090634441
GO:0005523,0.00037764350453172205
GO:0000793,0.0096051227321238
GO:0070938,0.000711490572749911
GO:0016594,0.00037764350453172205
GO:0016934,0.00037764350453172205
GO:0004357,0.00037764350453172205
GO:0005242,0.0007552870090634441
GO:0045095,0.0017787264318747777
GO:0004660,0.0015105740181268882
GO:0004662,0.0007552870090634441
GO:0031616,0.000711490572749911
GO:0032541,0.0003557452863749555
GO:0030426,0.0010672358591248667
GO:0005770,0.0024902170046246885
GO:0001164,0.0011329305135951663
GO:0042383,0.0003557452863749555
GO:0086007,0.0007552870090634441
GO:0086057,0.00037764350453172205
GO:0030515,0.00037764350453172205
GO:0030018,0.000711490572749911
GO:0017176,0.0007552870090634441
GO:0005576,0.0003557452863749555
GO:0030674,0.0030211480362537764
GO:0031982,0.024190679473496977
GO:0005929,0.004624688722874422
GO:0003924,0.0007552870090634441
GO:0032154,0.0017787264318747777
GO:0005828,0.000711490572749911
GO:0005049,0.00037764350453172205
GO:0070883,0.0015105740181268882
GO:0004674,0.0018882175226586104
GO:0005219,0.00037764350453172205
GO:0004601,0.004154078549848943
GO:0031720,0.004154078549848943
GO:0003867,0.00037764350453172205
GO:0008021,0.000711490572749911
GO:1904680,0.0007552870090634441
GO:0016361,0.00037764350453172205
GO:0004622,0.00037764350453172205
GO:0097443,0.0003557452863749555
GO:0009898,0.000711490572749911
GO:0086056,0.00037764350453172205
GO:0004920,0.00037764350453172205
GO:0036449,0.002845962290999644
GO:0005840,0.000711490572749911
GO:0005923,0.0010672358591248667
GO:0045334,0.000711490572749911
GO:0005863,0.0003557452863749555
GO:0031267,0.0022658610271903325
GO:0043565,0.012462235649546828
GO:0019781,0.0007552870090634441
GO:0016362,0.00037764350453172205
GO:0042734,0.0003557452863749555
GO:0045211,0.002845962290999644
GO:0070382,0.000711490572749911
GO:0008569,0.0007552870090634441
GO:1990518,0.00037764350453172205
GO:0005776,0.000711490572749911
GO:0030496,0.0035574528637495554
GO:0004721,0.0007552870090634441
GO:0030424,0.0017787264318747777
GO:0050508,0.00037764350453172205
GO:0004970,0.0022658610271903325
GO:0000987,0.004531722054380665
GO:0000805,0.000711490572749911
GO:0000795,0.0010672358591248667
GO:0004843,0.0011329305135951663
GO:0005743,0.000711490572749911
GO:0097269,0.0007552870090634441
GO:0046934,0.00037764350453172205
GO:0000993,0.0007552870090634441
GO:0046972,0.0011329305135951663
GO:0005225,0.0015105740181268882
GO:0031430,0.000711490572749911
GO:0001726,0.0035574528637495554
GO:0030175,0.0003557452863749555
GO:0098821,0.00037764350453172205
GO:0010494,0.0003557452863749555
GO:0008527,0.0022658610271903325
GO:0033041,0.0015105740181268882
GO:0004407,0.0015105740181268882
GO:0008324,0.0804380664652568
GO:0033040,0.0007552870090634441
GO:0002094,0.00037764350453172205
GO:0045547,0.00037764350453172205
GO:0032437,0.000711490572749911
GO:1990752,0.006759160441124155
GO:1905721,0.0003557452863749555
GO:0005253,0.004531722054380665
GO:0032432,0.004624688722874422
GO:0097649,0.0003557452863749555
GO:0030141,0.0021344717182497333
GO:0099617,0.000711490572749911
GO:0044291,0.000711490572749911
GO:0036064,0.001422981145499822
GO:0043296,0.0010672358591248667
GO:0031021,0.000711490572749911
GO:0097546,0.000711490572749911
GO:0005793,0.0003557452863749555
GO:0061630,0.0037764350453172208
GO:0046976,0.00037764350453172205
GO:0008408,0.0011329305135951663
GO:0004520,0.0037764350453172208
GO:0008375,0.0015105740181268882
GO:0050509,0.00037764350453172205
GO:0004659,0.004531722054380665
GO:0015171,0.0026435045317220545
GO:0031514,0.0003557452863749555
GO:0004485,0.0033987915407854984
GO:0090560,0.0007552870090634441
GO:1990462,0.0003557452863749555
GO:0031674,0.000711490572749911
GO:0005615,0.0003557452863749555
GO:0003713,0.0011329305135951663
GO:0140684,0.00037764350453172205
GO:0036057,0.0003557452863749555
GO:0008135,0.02379154078549849
GO:0005250,0.0018882175226586104
GO:0010485,0.008685800604229608
GO:0043998,0.00037764350453172205
GO:0019948,0.0011329305135951663
GO:0090734,0.0010672358591248667
GO:0001891,0.000711490572749911
GO:0071953,0.0003557452863749555
GO:0035197,0.0015105740181268882
GO:0061832,0.0003557452863749555
GO:0055037,0.000711490572749911
GO:0042800,0.00037764350453172205
GO:0005883,0.0003557452863749555
GO:0030673,0.0003557452863749555
GO:0005777,0.0003557452863749555
GO:0001003,0.00037764350453172205
GO:0001002,0.00037764350453172205
GO:0032590,0.0010672358591248667
GO:0030425,0.002845962290999644
GO:0032809,0.0003557452863749555
GO:0043005,0.010672358591248666
GO:0043197,0.000711490572749911
GO:0044297,0.000711490572749911
GO:0044307,0.000711490572749911
GO:0097060,0.0032017075773745998
GO:0098793,0.0017787264318747777
GO:0098794,0.0035574528637495554
GO:0098978,0.0003557452863749555
GO:0003721,0.0015105740181268882
GO:0003964,0.0030211480362537764
GO:0003968,0.00037764350453172205
GO:0098680,0.00037764350453172205
GO:0002177,0.0010672358591248667
GO:0001054,0.0033987915407854984
GO:0001056,0.0037764350453172208
GO:0052717,0.00037764350453172205
GO:0000049,0.0011329305135951663
GO:0003899,0.011706948640483383
GO:0019776,0.00037764350453172205
GO:0001097,0.00037764350453172205
GO:0031491,0.006042296072507553
GO:0015275,0.0007552870090634441
GO:0004088,0.0007552870090634441
GO:0008289,0.0030211480362537764
GO:0043138,0.00037764350453172205
GO:0051011,0.0018882175226586104
GO:0003887,0.0007552870090634441
GO:0004663,0.0007552870090634441
GO:0004577,0.00037764350453172205
GO:0008017,0.0018882175226586104
GO:0030627,0.00037764350453172205
GO:0008121,0.00037764350453172205
GO:1990238,0.00037764350453172205
GO:0004591,0.00037764350453172205
GO:0004826,0.00037764350453172205
GO:0098858,0.0010672358591248667
GO:0120025,0.02632515119174671
GO:0042995,0.02632515119174671
GO:0110165,1.0
GO:0005575,1.0
GO:0044877,0.0256797583081571
GO:0005488,0.19826283987915408
GO:0003674,1.0
GO:0016758,0.0030211480362537764
GO:0008194,0.0018882175226586104
GO:0016757,0.004909365558912387
GO:0016740,0.07930513595166164
GO:0003824,0.2719033232628399
GO:0140597,0.008308157099697885
GO:0140104,0.008685800604229608
GO:0004888,0.023036253776435044
GO:0038023,0.04569486404833837
GO:0060089,0.04569486404833837
GO:0004675,0.0015105740181268882
GO:0019199,0.0018882175226586104
GO:0004672,0.004531722054380665
GO:0140096,0.052870090634441085
GO:0016301,0.005287009063444109
GO:0016773,0.005287009063444109
GO:0016772,0.026812688821752265
GO:0032138,0.0018882175226586104
GO:0032135,0.0026435045317220545
GO:0003676,0.08685800604229607
GO:0097159,0.09818731117824774
GO:0008318,0.0030211480362537764
GO:0016765,0.005287009063444109
GO:0000217,0.004531722054380665
GO:0008509,0.006042296072507553
GO:0005216,0.08270392749244714
GO:0015075,0.17560422960725075
GO:0015267,0.11933534743202417
GO:0022803,0.11933534743202417
GO:0005215,0.3632930513595166
GO:0031966,0.0010672358591248667
GO:0019866,0.000711490572749911
GO:0031090,0.013162575595873355
GO:0005740,0.0010672358591248667
GO:0031967,0.002845962290999644
GO:0043229,0.17929562433297758
GO:0043227,0.08680184987548915
GO:0043231,0.040910707933119884
GO:0043226,0.40056919245819994
GO:0005622,0.21949484169334757
GO:0036002,0.00037764350453172205
GO:0045111,0.0021344717182497333
GO:0099513,0.018498754891497687
GO:0099512,0.021344717182497332
GO:0043232,0.1223763785129847
GO:0099081,0.021344717182497332
GO:0043228,0.1223763785129847
GO:0099080,0.030594094628246176
GO:0005815,0.004624688722874422
GO:0019955,0.0075528700906344415
GO:0140110,0.01095166163141994
GO:0070851,0.0026435045317220545
GO:0005126,0.004154078549848943
GO:1990837,0.011706948640483383
GO:0001067,0.011329305135951661
GO:0098852,0.0003557452863749555
GO:0005774,0.0003557452863749555
GO:0000323,0.001422981145499822
GO:0005773,0.0024902170046246885
GO:0098588,0.005336179295624333
GO:0043175,0.0007552870090634441
GO:0001099,0.0011329305135951663
GO:0001098,0.0011329305135951663
GO:0070063,0.0007552870090634441
GO:0019899,0.0033987915407854984
GO:0022843,0.01472809667673716
GO:0005244,0.01661631419939577
GO:0015085,0.0037764350453172208
GO:0046873,0.016993957703927493
GO:0022832,0.01661631419939577
GO:0022836,0.03663141993957704
GO:0022890,0.035876132930513595
GO:0015318,0.037386706948640484
GO:0016624,0.0030211480362537764
GO:0016903,0.00906344410876133
GO:0016491,0.028323262839879154
GO:0017111,0.0022658610271903325
GO:0016462,0.0022658610271903325
GO:0016818,0.0022658610271903325
GO:0016817,0.0022658610271903325
GO:0016787,0.04833836858006042
GO:0042175,0.0003557452863749555
GO:0098827,0.000711490572749911
GO:0012505,0.015297047314123088
GO:0031984,0.0010672358591248667
GO:0015271,0.0018882175226586104
GO:0015079,0.012084592145015106
GO:0098552,0.006047669868374244
GO:0008028,0.00037764350453172205
GO:0046943,0.0026435045317220545
GO:0008514,0.0026435045317220545
GO:0005342,0.0026435045317220545
GO:0004661,0.0015105740181268882
GO:0031012,0.000711490572749911
GO:0030312,0.000711490572749911
GO:0090079,0.02379154078549849
GO:0045182,0.02379154078549849
GO:0034062,0.012084592145015106
GO:0097747,0.012084592145015106
GO:0140098,0.029833836858006044
GO:0016779,0.01623867069486405
GO:0140640,0.0445619335347432
GO:0140375,0.00906344410876133
GO:0061673,0.0003557452863749555
GO:0000235,0.0003557452863749555
GO:0005818,0.0003557452863749555
GO:0070013,0.012095339736748489
GO:0043233,0.012095339736748489
GO:0031974,0.012095339736748489
GO:0000803,0.000711490572749911
GO:0005694,0.03806474564212024
GO:0019956,0.0018882175226586104
GO:0097708,0.02063322660974742
GO:0120015,0.0018882175226586104
GO:0120013,0.0033987915407854984
GO:0005319,0.004909365558912387
GO:0031490,0.006042296072507553
GO:0003682,0.012084592145015106
GO:0004714,0.00037764350453172205
GO:0004713,0.00037764350453172205
GO:0004576,0.0011329305135951663
GO:0031545,0.00037764350453172205
GO:0019798,0.00037764350453172205
GO:0031543,0.0007552870090634441
GO:0016706,0.0011329305135951663
GO:0051213,0.0011329305135951663
GO:0016705,0.0011329305135951663
GO:0098809,0.0011329305135951663
GO:0016662,0.0011329305135951663
GO:0016661,0.0022658610271903325
GO:0097447,0.002845962290999644
GO:0036477,0.0032017075773745998
GO:0043679,0.0003557452863749555
GO:0044306,0.0003557452863749555
GO:0150034,0.001422981145499822
GO:0061733,0.011329305135951661
GO:0140993,0.014350453172205438
GO:0034212,0.011706948640483383
GO:0008080,0.011706948640483383
GO:0016410,0.011706948640483383
GO:0016747,0.02945619335347432
GO:0016746,0.037386706948640484
GO:0048018,0.0030211480362537764
GO:0030546,0.0030211480362537764
GO:0140677,0.00906344410876133
GO:0030545,0.0030211480362537764
GO:0098772,0.0377643504531722
GO:0140223,0.01095166163141994
GO:0004527,0.0033987915407854984
GO:0004518,0.03512084592145015
GO:0016788,0.03663141993957704
GO:1901338,0.00037764350453172205
GO:0043169,0.0026435045317220545
GO:0043167,0.006042296072507553
GO:0036094,0.01850453172205438
GO:0004519,0.01661631419939577
GO:0004536,0.0037764350453172208
GO:0140097,0.013972809667673716
GO:0016889,0.0026435045317220545
GO:0016894,0.0026435045317220545
GO:0004812,0.00037764350453172205
GO:0140101,0.006042296072507553
GO:0016875,0.00037764350453172205
GO:0016874,0.017749244712990938
GO:0034061,0.0037764350453172208
GO:0099094,0.004154078549848943
GO:0015276,0.013972809667673716
GO:0022834,0.019259818731117824
GO:0005237,0.00037764350453172205
GO:0099095,0.0015105740181268882
GO:0016933,0.00037764350453172205
GO:0015108,0.0015105740181268882
GO:0005231,0.0022658610271903325
GO:0005230,0.007930513595166163
GO:0015103,0.0015105740181268882
GO:0099086,0.0010672358591248667
GO:0000794,0.0010672358591248667
GO:0061659,0.004154078549848943
GO:0019787,0.007930513595166163
GO:0016755,0.007930513595166163
GO:0005791,0.0003557452863749555
GO:0032559,0.0030211480362537764
GO:0043168,0.0033987915407854984
GO:0032555,0.0030211480362537764
GO:0030554,0.0030211480362537764
GO:0017076,0.006042296072507553
GO:0032553,0.0030211480362537764
GO:0000166,0.00906344410876133
GO:0097367,0.004909365558912387
GO:1901363,0.01095166163141994
GO:1901265,0.01095166163141994
GO:0030135,0.002845962290999644
GO:0098576,0.0010672358591248667
GO:0035091,0.0011329305135951663
GO:0051861,0.0011329305135951663
GO:0005543,0.0018882175226586104
GO:0035639,0.0018882175226586104
GO:0030133,0.000711490572749911
GO:0099503,0.002845962290999644
GO:0032982,0.0003557452863749555
GO:0036379,0.0003557452863749555
GO:0030017,0.0017787264318747777
GO:0030016,0.0021344717182497333
GO:0043292,0.0021344717182497333
GO:0015631,0.0018882175226586104
GO:0008092,0.008308157099697885
GO:0098960,0.004154078549848943
GO:0030594,0.01283987915407855
GO:0016881,0.00037764350453172205
GO:0016879,0.0018882175226586104
GO:0004386,0.0007552870090634441
GO:0140657,0.012462235649546828
GO:0022853,0.006419939577039275
GO:0015078,0.01661631419939577
GO:0016655,0.004154078549848943
GO:0015453,0.006419939577039275
GO:0016651,0.007930513595166163
GO:0022804,0.01283987915407855
GO:0015399,0.006419939577039275
GO:0036464,0.0003557452863749555
GO:0035770,0.0003557452863749555
GO:0016679,0.00037764350453172205
GO:0032356,0.0018882175226586104
GO:0022824,0.005287009063444109
GO:0022835,0.005287009063444109
GO:0050664,0.0007552870090634441
GO:0042583,0.000711490572749911
GO:0030667,0.0010672358591248667
GO:0030659,0.0035574528637495554
GO:0012506,0.0035574528637495554
GO:0048763,0.00037764350453172205
GO:0015278,0.00037764350453172205
GO:0005217,0.00037764350453172205
GO:0099604,0.00037764350453172205
GO:0098590,0.016008537886873
GO:0045177,0.000711490572749911
GO:0044298,0.0003557452863749555
GO:0016627,0.00037764350453172205
GO:0070161,0.014585556741373178
GO:0016891,0.004909365558912387
GO:0004549,0.004909365558912387
GO:0016893,0.004909365558912387
GO:0004521,0.005287009063444109
GO:0004540,0.011329305135951661
GO:0008483,0.00037764350453172205
GO:0016769,0.00037764350453172205
GO:0098562,0.000711490572749911
GO:0097733,0.000711490572749911
GO:0097731,0.000711490572749911
GO:0097730,0.000711490572749911
GO:0005520,0.0011329305135951663
GO:0004930,0.0007552870090634441
GO:0034603,0.0018882175226586104
GO:0016620,0.0033987915407854984
GO:0004738,0.0026435045317220545
GO:0008047,0.006042296072507553
GO:0030695,0.01850453172205438
GO:0030234,0.0256797583081571
GO:0060589,0.01850453172205438
GO:0005272,0.0011329305135951663
GO:0015081,0.0011329305135951663
GO:0032589,0.001422981145499822
GO:0044304,0.0003557452863749555
GO:0031253,0.004980434009249377
GO:0031256,0.004980434009249377
GO:0001091,0.00037764350453172205
GO:0140296,0.00037764350453172205
GO:0008134,0.00037764350453172205
GO:0005879,0.0003557452863749555
GO:0097545,0.0003557452863749555
GO:0097014,0.000711490572749911
GO:0032838,0.000711490572749911
GO:0099568,0.000711490572749911
GO:0003712,0.0011329305135951663
GO:0005539,0.0007552870090634441
GO:0008233,0.004909365558912387
GO:0097517,0.004624688722874422
GO:0042641,0.004624688722874422
GO:0000992,0.0007552870090634441
GO:0001016,0.0007552870090634441
GO:0016835,0.00037764350453172205
GO:0016829,0.00037764350453172205
GO:0061980,0.0015105740181268882
GO:0019901,0.00037764350453172205
GO:0019900,0.00037764350453172205
GO:0031968,0.0003557452863749555
GO:0019867,0.0003557452863749555
GO:0030055,0.0096051227321238
GO:0032404,0.0015105740181268882
GO:0071782,0.0003557452863749555
GO:0004197,0.00037764350453172205
GO:0004175,0.0011329305135951663
GO:0008234,0.0015105740181268882
GO:0098791,0.0003557452863749555
GO:0051020,0.0022658610271903325
GO:0016421,0.0033987915407854984
GO:0016885,0.0033987915407854984
GO:0052742,0.00037764350453172205
GO:0001727,0.00037764350453172205
GO:0008251,0.00037764350453172205
GO:0004000,0.00037764350453172205
GO:0016814,0.00037764350453172205
GO:0019239,0.00037764350453172205
GO:0016810,0.0022658610271903325
GO:0015252,0.010196374622356496
GO:0015020,0.00037764350453172205
GO:0070160,0.0010672358591248667
GO:0003774,0.0018882175226586104
GO:0044352,0.0003557452863749555
GO:0044853,0.003913198150124511
GO:0030427,0.0010672358591248667
GO:0009925,0.000711490572749911
GO:0045178,0.000711490572749911
GO:0019207,0.0011329305135951663
GO:0016811,0.0015105740181268882
GO:0033558,0.0015105740181268882
GO:0019213,0.0015105740181268882
GO:0008641,0.0018882175226586104
GO:0016877,0.0018882175226586104
GO:0050840,0.00037764350453172205
GO:0080084,0.00037764350453172205
GO:0000182,0.00037764350453172205
GO:0003777,0.0007552870090634441
GO:0016791,0.0007552870090634441
GO:0042578,0.0007552870090634441
GO:0001163,0.0011329305135951663
GO:0032454,0.00037764350453172205
GO:0141052,0.00037764350453172205
GO:0032452,0.00037764350453172205
GO:0140457,0.00037764350453172205
GO:0032451,0.00037764350453172205
GO:0120014,0.0015105740181268882
GO:0005548,0.0015105740181268882
GO:0016884,0.0015105740181268882
GO:0031672,0.000711490572749911
GO:0044309,0.000711490572749911
GO:0051233,0.0003557452863749555
GO:0043021,0.0030211480362537764
GO:0016279,0.0007552870090634441
GO:0140938,0.0007552870090634441
GO:0042054,0.0007552870090634441
GO:0016278,0.0007552870090634441
GO:0008276,0.0015105740181268882
GO:0008170,0.0007552870090634441
GO:0008757,0.0007552870090634441
GO:0008168,0.0030211480362537764
GO:0016741,0.0030211480362537764
GO:0016209,0.004154078549848943
GO:0016684,0.004154078549848943
GO:0030863,0.000711490572749911
GO:0008066,0.0022658610271903325
GO:0022884,0.0022658610271903325
GO:0140318,0.0022658610271903325
GO:0031091,0.0003557452863749555
GO:0016675,0.0018882175226586104
GO:0140135,0.0007552870090634441
GO:0008381,0.0007552870090634441
GO:0016454,0.0030211480362537764
GO:0016409,0.0030211480362537764
GO:0016408,0.0030211480362537764
GO:0098687,0.024190679473496977
GO:0001217,0.0011329305135951663
GO:0042162,0.0007552870090634441
GO:0008443,0.00037764350453172205
GO:0019200,0.00037764350453172205
GO:0000175,0.0011329305135951663
GO:0016896,0.0011329305135951663
GO:0016796,0.0011329305135951663
GO:0004532,0.0011329305135951663
GO:0098531,0.0007552870090634441
GO:0032153,0.0017787264318747777
GO:0042579,0.0003557452863749555
GO:1904315,0.0018882175226586104
GO:0099529,0.0018882175226586104
GO:0016783,0.0015105740181268882
GO:0016782,0.0015105740181268882
GO:0140142,0.00037764350453172205
GO:0001216,0.0030211480362537764
GO:0008236,0.0007552870090634441
GO:0017171,0.0007552870090634441
GO:0046872,0.0007552870090634441
GO:0000779,0.008537886872998933
GO:0000775,0.008537886872998933
GO:0016597,0.00037764350453172205
GO:0031406,0.00037764350453172205
GO:0043177,0.00037764350453172205
GO:0036056,0.0003557452863749555
GO:0010484,0.0022658610271903325
GO:0030660,0.0010672358591248667
GO:0030662,0.0010672358591248667
GO:0030137,0.0010672358591248667
GO:0005798,0.0021344717182497333
GO:0016234,0.0003557452863749555
GO:0052689,0.00037764350453172205
GO:0004620,0.00037764350453172205
GO:0016298,0.00037764350453172205
